designation                 , ra                   , dec                 , phot_g_mean_mag, bp_rp       , parallax           , l                     , b
Gaia DR3 4402474042572385536, 237.40470512724517   , -3.430337303        ,       3.511335 , 0.028847218 ,                    ,   4.592521334726487   , 37.291587703389006
Gaia DR3 3314024566919613952,  65.73422490902678   , 17.542390757517502  ,       3.516044 , 1.1873329   , 20.30919733178576  , 178.01583278659234    , -22.00830564
Gaia DR3 2720428303852574336, 332.5511396899003    , 6.197966828673597   ,       3.516526 , 0.19628263  ,                    ,  67.4181149           , -38.71779592
Gaia DR3 4672726716408826240,  56.05317542343257   , -64.8065428         ,       3.5165603, 1.3227131   , 30.440369973206874 , 279.2344946070221     , -43.53554101
Gaia DR3 5308225539451195520, 149.21548431065693   , -54.56776992        ,       3.521229 , -0.001357794, 1.9030403042356356 , 279.34607106540113    , 0.10513495648117142
Gaia DR3 3296627028792695168,  73.13318318973232   , 14.250398248921895  ,       3.52523  , 2.4955971   , 5.812463129775632  , 185.4280204711486     , -18.38995806
Gaia DR3 4840356816072211712,  63.50072823564913   , -42.29527146        ,       3.5266554, 1.2994406   , 27.720985665984383 , 246.8807572825964     , -46.41393159
Gaia DR3 3337991583943473280,  83.78449673650563   , 9.934150110721673   ,       3.528103 , -0.14241743 , 2.5935737953210762 , 195.0519011616347     , -11.99506004
Gaia DR3 2952868119987647744, 103.54687424806049   , -12.03869175        ,       3.5294538, 1.6721218   , 12.06755142240872  , 223.9818898101309     , -4.856655805
Gaia DR3 6828125061423674752, 321.66677580627606   , -22.411215          ,       3.5300386, 1.1391373   , 7.371114494156851  ,  26.978416989819856   , -43.58864273
Gaia DR3 643819484617141504 , 148.18983474754336   , 26.006706191116002  ,       3.5301552, 1.3946259   , 26.097073837299966 , 204.04524029199237    , 50.24477333276074
Gaia DR3 1977100856572910336, 324.01079818650203   , 45.37459068778563   ,       3.5311058, 3.6234832   , 5.175964856383765  ,  90.86236859024238    , -4.983862122
Gaia DR3 5338833263117260672, 163.37423881457266   , -58.85299793        ,       3.5334344, 1.189028    , 33.52246589961509  , 288.18221604466356    , 0.599423199
Gaia DR3 6161403234933741312, 202.76097264117234   , -39.40735835        ,       3.5339127, 1.3142006   ,                    , 311.2199896090186     , 22.826156104446802
Gaia DR3 5318547273548061824, 130.0731005351964    , -52.92181484        ,       3.5350146, -0.15029526 , 7.0823165728302655 , 270.25059205682794    , -6.800236525
Gaia DR3 433103132037681536 ,  47.37522068555027   , 44.856842474273094  ,       3.535792 , 1.1854105   , 28.73143237779338  , 147.12420488066184    , -11.43228882
Gaia DR3 1986628812013105152, 337.38260044640924   , 47.706882023498416  ,       3.5363603, 1.9957726   , 1.4838483825810553 ,  99.66333064458667    , -8.650838078
Gaia DR3 1671148277108755200, 207.85808233061798   , 64.72327753159793   ,       3.5380037, 2.257103    , 7.715734401192944  , 112.77335086549425    , 51.20532926
Gaia DR3 3366754155291545344, 106.02717676046669   , 20.570294274158407  ,       3.5395133, 0.9869275   , 3.0729129856354085 , 195.74646508236353    , 11.903072013197205
Gaia DR3 2996171698248699904,  86.73885705541909   , -14.82195361        ,       3.5410435, 0.2437489   , 44.79397747617685  , 219.39927710006262    , -20.82653752
Gaia DR3 5971244451311982336, 253.08386981981704   , -38.01763655        ,       3.542674 , -0.22109938 , 5.663246363273698  , 346.1963921017097     , 3.861952831418653
Gaia DR3 2139664063041544576, 289.27614437073896   , 53.36900495687048   ,       3.544013 , 1.1856759   , 26.485325285667464 ,  84.40240152887412    , 17.85318338097904
Gaia DR3 6093220251160674688, 214.85084131644513   , -46.05811714        ,       3.544546 , -0.1571238  , 9.328553859478502  , 318.4756909333132     , 14.141891969512823
Gaia DR3 4822106194362165760,  82.80326527079693   , -35.47065067        ,       3.5456567, 1.3219001   , 11.729989775724453 , 239.88990625821012    , -30.87530317
Gaia DR3 5935906628641616128, 254.8960413402936    , -53.16034251        ,       3.547944 , 1.6305463   , 8.852009173616713  , 335.1466890168157     , -6.587133101
Gaia DR3 5855802671046171648, 191.5695494796672    , -68.108147          ,       3.5488756, -0.15826988 , 10.240972344520857 , 302.44897757179206    , -5.241235437
Gaia DR3 2502847975056102400,  40.82449887091414   , 3.235169345348113   ,       3.5503135, 0.2172277   ,                    , 168.91904279820068    , -49.38332613
Gaia DR3 4870527586937201408,  64.47392596972604   , -33.79837214        ,       3.5517442, -0.056988716, 18.400194296882404 , 234.67503485720482    , -45.47083278
Gaia DR3 5521599549054493696, 130.1565070492401    , -46.64872023        ,       3.5536344, 1.1115923   , 0.4311601010823921 , 265.2822344632725     , -2.945667426
Gaia DR3 4936685751336237056,  34.12809888310582   , -51.51226518        ,       3.5560112, -0.08851528 , 21.68624832752511  , 275.35137035787085    , -60.81785089
Gaia DR3 5337891256535666176, 167.1474026341081    , -58.97503166        ,       3.557437 , 1.4040642   , 0.22275528413050544, 290.0073783136014     , 1.2915122764568348
Gaia DR3 5828952940687722496, 243.85949430582085   , -63.68574246        ,       3.5603364, 1.2776954   , 4.576631535207849  , 323.35969552677284    , -9.232982934
Gaia DR3 4878631812268014464,  68.88740308086244   , -30.56239778        ,       3.5659256, 1.1686037   , 15.450088518486938 , 231.01259927775027    , -41.30622554
Gaia DR3 2493390319631956352,  34.83664886460604   , -2.978703639        ,       3.5681472, 5.59058     ,                    , 167.7563086587906     , -57.98349348
Gaia DR3 3019816764523863552,  93.71386334648815   , -6.27485972         ,       3.5708857, 1.4930692   , 5.105584421        , 214.4047413230749     , -10.97899563
Gaia DR3 1931192500887330688, 345.48038407430573   , 42.32598623163029   ,       3.575974 , -0.008019924, 9.305137249961678  , 102.20768445994065    , -16.09610707
Gaia DR3 3312748824193704832,  67.14423196264237   , 15.962025308010457  ,       3.577121 , 1.1619499   , 24.76925610737078  , 180.25706537901664    , -21.96933132
Gaia DR3 3168265196643846400, 109.52303150106083   , 16.540225963939488  ,       3.5799253, 0.24518347  , 32.60681934596957  , 200.91681182911975    , 13.22720531951031
Gaia DR3 1064092789129355136, 142.88317471411838   , 63.061979025953285  ,       3.5820162, 0.5467346   , 42.09035883464328  , 150.63931685006958    , 41.74374662014861
Gaia DR3 5173421634271199104,  44.107223636728506  , -8.899117344        ,       3.5833347, 1.300211    , 24.217770009174714 , 187.1576766023147     , -55.3115487
Gaia DR3 3207534529304666240,  79.40154704838251   , -6.844450162        ,       3.5883799, -0.034028053, 6.014663648195368  , 208.2771530025291     , -23.96003167
Gaia DR3 5300734910309994240, 139.05006945281832   , -57.54153282        ,       3.5909956, 1.9417825   , 6.250075545962206  , 277.1185550582413     , -5.895428731
Gaia DR3 6518817665843312000, 335.6844004512271    , -45.94804349        ,       3.5925784, 4.267953    , 6.185845810192854  , 350.28184724701623    , -55.16391533
Gaia DR3 4757601523650165120,  83.40631067329583   , -62.48976924        ,       3.5934615, 1.0495744   , 2.930785424074064  , 271.73372804955113    , -32.77445564
Gaia DR3 939307084189685248 , 103.19723612430526   , 33.96104701         ,       3.593621 , 0.25687075  , 16.87007592104058  , 182.10540742529597    , 15.015319015159768
Gaia DR3 6203033940614597504, 220.9139848128326    , -35.17445828        ,       3.594247 , 1.559411    , 14.508191435737391 , 327.4817601637461     , 22.29169064
Gaia DR3 5912398348432135552, 262.77412911919896   , -60.68428368        ,       3.596028 , -0.026394606, 14.468825378028784 , 331.2694723213611     , -14.35567977
Gaia DR3 3174163561130003840,  69.54473362633105   , -14.30470939        ,       3.601026 , 1.3143642   , 28.876933013531165 , 211.3203908058296     , -35.89654815
Gaia DR3 4990516294443333504,   2.3534338435390842 , -45.74822212        ,       3.6017847, 1.1949651   , 22.608140683809946 , 324.3349707112297     , -69.59404698
Gaia DR3 1273423791421021568, 231.9562807016411    , 29.106103677611483  ,       3.6044285, 0.34989166  , 27.925632182460006 ,  45.58741903065783    , 55.617410977105834
Gaia DR3 2090687795056051328, 282.5199906501613    , 33.362650393309416  ,       3.6048782, 0.21071863  , 3.598248453237108  ,  63.18759188868524    , 14.78344546223874
Gaia DR3 5642935536248627456, 132.63234221962838   , -27.70945805        ,       3.6095452, 1.4735351   , 15.514237356417429 , 251.5702143629829     , 10.324650379347345
Gaia DR3 2891816671700460288,  95.52831507928491   , -33.43663026        ,       3.6113985, 1.092516    , 15.049040159579686 , 241.0267503409185     , -20.24432139
Gaia DR3 916230087468692864 , 125.70865948297298   , 43.18768339881599   ,       3.613737 , 1.7807148   , 8.882832231        , 177.39024585829293    , 34.33598888304857
Gaia DR3 3214077516844988800,  81.11923705133687   , -2.397152498        ,       3.6153696, -0.22188401 , 1.5783049215332816 , 204.8657399232008     , -20.39158797
Gaia DR3 2365464065885835904,   3.6599461564529565 , -18.9331898         ,       3.615524 , 2.0311046   , 7.079731486363765  ,  75.10584314          , -78.22610066
Gaia DR3 66526127137440128  ,  57.29068893293528   , 24.053211829998986  ,       3.6157947, -0.036376238, 8.118448445799721  , 167.01388658166968    , -23.23453047
Gaia DR3 5775835843156608256, 248.3599456          , -78.89749579        ,       3.620061 , 1.1363041   , 21.303270774745105 , 312.68717011659135    , -20.51055337
Gaia DR3 2059372363884259072, 299.07636376369845   , 35.08329669254902   ,       3.6234016, 1.217066    , 23.548195310556714 ,  71.01525398830353    , 3.3646825203147457
Gaia DR3 5236306071562633344, 176.40065646582843   , -66.72860365        ,       3.624794 , 0.30536938  , 23.728944114455828 , 296.48321284422826    , -4.684690379
Gaia DR3 6265374394490973184, 233.88187249166222   , -14.78950078        ,       3.625443 , 1.2459273   , 20.25928939630109  , 351.5154658146326     , 32.19556647135531
Gaia DR3 6539947667988856320, 347.5905760162791    , -45.24683454        ,       3.6254985, 1.189776    , 15.856632630340396 , 344.2644345126377     , -62.93089578
Gaia DR3 2392584791494639744, 350.74203460091184   , -20.10101667        ,       3.6269598, 1.3260231   , 19.85575411998934  ,  47.339353767407786   , -68.58913962
Gaia DR3 3992011061833780096, 168.80082789260484   , 23.095482313567242  ,       3.6306431, 2.2561414   , 4.293597282985172  , 218.09590819675353    , 67.88134153
Gaia DR3 116339982466340736 ,  42.496308810421745  , 27.25998890692297   ,       3.6328406, 0.009794951 ,                    , 152.97830887253804    , -28.60642318
Gaia DR3 2989528414633822464,  77.84544163484792   , -11.84883097        ,       3.6340435, 3.6775446   , 6.077662841446712  , 212.54698144679554    , -27.51182604
Gaia DR3 2995725777563537792,  89.10103276512667   , -14.16708078        ,       3.635856 , 0.5394423   , 66.85733766272052  , 219.75460448156917    , -18.47130645
Gaia DR3 660136821288588416 , 131.17116036160883   , 18.153295569011824  ,       3.6373575, 1.279752    , 23.827111033669258 , 208.02701683284275    , 32.898332372965804
Gaia DR3 4803692295174064256,  89.78680236025778   , -42.81518137        ,       3.6376557, 1.2990015   , 7.402087475427315  , 249.45678559890425    , -27.23035388
Gaia DR3 6838023243053666688, 325.02361799924387   , -16.66241377        ,       3.6419108, 0.47295427  , 19.103692360380798 ,  35.99846435785787    , -44.67390842
Gaia DR3 2251191616254289152, 297.04417326624304   , 70.26810826288803   ,       3.64309  , 1.1272447   , 21.32193454044623  , 102.43156592989587    , 20.828887554059715
Gaia DR3 6705977119250947712, 271.65772381444384   , -50.09152287        ,       3.643981 , -0.06000352 , 2.946986528235679  , 343.3303534564622     , -13.81866446
Gaia DR3 2851617392714906880, 359.4395212218164    , 25.14126236383725   ,       3.6454024, 2.2304196   , 6.424684031654784  , 107.84972780915902    , -36.15339864
Gaia DR3 6209215257553893760, 234.6639572152854    , -29.77787608        ,       3.6462045, -0.20375848 ,                    , 341.0643000652252     , 20.448149163284942
Gaia DR3 5114760146310175488,  56.53581852874381   , -12.10132428        ,       3.6505644, 1.9839551   , 6.3942979251323235 , 201.55370171793626    , -46.46678888
Gaia DR3 1667976701458958848, 211.09674420277332   , 64.37592442         ,       3.652423 , 0.02751255  , 12.515550878050064 , 110.5241272           , 50.958790840019624
Gaia DR3 1195823284391343104, 236.54720068018437   , 15.421606892423219  ,       3.6537793, 0.19625878  , 21.59236669085102  ,  25.979857163052472   , 47.87195299
Gaia DR3 1398822783330261248, 240.66277161527762   , 47.24063069977545   ,       3.6584573, 3.9391582   , 8.162068243632802  ,  74.46448019          , 47.78575032749157
Gaia DR3 3458053271535395712,  87.87241834932108   , 39.14852708253507   ,       3.6593385, 1.3051217   , 16.141362024149977 , 171.83992945957212    , 6.2802748703031135
Gaia DR3 6419476755916988032, 280.7589179465574    , -71.42882004        ,       3.660477 , 1.3616574   , 15.149521371487978 , 323.48237074003686    , -24.95149414
Gaia DR3 3041619014955371392, 115.31146191996875   , -9.551220883        ,       3.6608422, 1.2243092   , 22.38391398947461  , 227.18617553638637    , 6.521681062224766
Gaia DR3 5263150888430619904, 115.45573667976751   , -72.60603327        ,       3.6618443, 1.2499113   , 22.437703394578442 , 284.5709585533983     , -22.15488881
Gaia DR3 243276881910517120 ,  56.29837849320915   , 42.57854136383548   ,       3.663778 , 0.64254975  , 5.476643527        , 153.8318977520723     , -9.632687813
Gaia DR3 1891598193816300544, 331.7542260532072    , 25.34522096646813   ,       3.6638713, 0.6844826   , 84.00535559575758  ,  82.26120749448246    , -24.25923238
Gaia DR3 5639188675501966464, 130.897995           , -33.18633878        ,       3.6639202, -0.21116614 , 4.1089407095859665 , 254.99300784359198    , 5.7695682374140675
Gaia DR3 418001477279154304 ,   9.242983606        , 53.89686812148113   ,       3.664362 , -0.26069522 , 6.665665800676212  , 120.77580247765759    , -8.914310168
Gaia DR3 1907131544341497600, 333.9924535004023    , 37.748734832792465  ,       3.6651716, 1.5505455   , 4.810812222315158  ,  91.92565748881552    , -15.59069842
Gaia DR3 3287731945364911232,  72.80151646339951   , 5.605108306         ,       3.6682577, -0.13683939 , 3.8715039967063936 , 192.89029552362248    , -23.52227043
Gaia DR3 644306911864817152 , 142.93003485076122   , 22.967819938531292  ,       3.6707792, 1.806643    , 8.755452958540147  , 206.69314003179517    , 44.863937452927296
Gaia DR3 4929469381645492864,  22.81387226522309   , -49.07201823        ,       3.6708763, 1.2102952   , 22.793478789309944 , 286.2622836904869     , -66.74747008
Gaia DR3 2939555954755196160,  99.17128532129774   , -19.2561907         ,       3.673236 , 1.2523794   , 48.849033225640284 , 228.6887625446293     , -11.79596685
Gaia DR3 1876331990259358976, 341.63310142716244   , 23.565612345440783  ,       3.6866872, 1.2349954   , 8.598703563        ,  89.25825651          , -31.01619051
Gaia DR3 1201067439457715072, 245.47983846631206   , 19.153320268640844  ,       3.691747 , 0.44065666  , 16.86704837454732  ,  35.25879989769554    , 41.30016228439989
Gaia DR3 3232262786334597888,  73.56290684709873   , 2.4406776157180046  ,       3.692016 , -0.1765194  , 3.294487559717264  , 196.26693876879025    , -24.56246217
Gaia DR3 1193030490492925824, 239.11469743534354   , 15.655912590196278  ,       3.694426 , 0.7034795   , 89.56466413447797  ,  27.72270635204023    , 45.69244615184652
Gaia DR3 65271996684817280  ,  56.21900456         , 24.11313304360812   ,       3.6982086, -0.08796215 , 8.345685150896063  , 166.18060631323112    , -23.84875886
Gaia DR3 6521011466420795392, 337.3175394102386    , -43.49557571        ,       3.6997373, 1.1807854   , 9.998096537714888  , 353.77270707578987    , -57.05459658
Gaia DR3 4426032591025363200, 237.7045892801561    , 4.478006603862712   ,       3.699778 , 0.2577958   , 45.329258377441285 ,  13.152431483454537   , 41.65861659167653
Gaia DR3 4254220979971917056, 285.42001937869355   , -5.73928097         ,       3.700353 , 1.3139567   , 21.566909465839547 ,  28.976391825181878   , -4.88523328
Gaia DR3 12730974556132096  ,  51.79257141         , 9.732550147153876   ,       3.7018294, -0.05780959 , 16.791442221122395 , 174.01619715607671    , -37.24730535
Gaia DR3 1964791583368233088, 318.6986966847419    , 38.04737760007011   ,       3.7045398, 0.6049206   ,                    ,  82.85570556707695    , -7.431326006
Gaia DR3 2713996126469641984, 347.38107805306356   , 8.677154419410527   ,       3.7052495, 2.732137    ,                    ,  84.77328155754319    , -46.50594232
Gaia DR3 1049765396704695936, 147.74478153974084   , 59.03805958941325   ,       3.705446 , 0.49090004  , 28.378297904109104 , 154.31232008009522    , 45.571546956399835
Gaia DR3 441161693272718336 ,  43.56442946         , 52.76245596         ,       3.707698 , 1.003762    , 12.372553770757877 , 141.02385167130413    , -5.740670609
Gaia DR3 6304988355324252928, 213.22396702995383   , -10.27308574        ,       3.7098556, 1.5545013   , 11.587768428938862 , 333.5161621694948     , 47.70297579643681
Gaia DR3 4482432246132106496, 271.8371583          , 9.564197857391276   ,       3.7121606, 0.24073482  , 38.12630610581889  ,  36.59145388436287    , 14.096500806128049
Gaia DR3 2630576144911349248, 349.2121666360522    , -7.726560117        ,       3.7154613, 2.5942733   , 6.161173380222363  ,  69.44501305764129    , -60.36124897
Gaia DR3 5935306123457567616, 244.95898537846745   , -50.15573685        ,       3.7174704, 1.2515533   , 23.569837041074514 , 333.30079744543826    , 0.010380611113381418
Gaia DR3 3296329370379163520,  74.09247641162624   , 13.51426918734195   ,       3.7191608, 1.3636076   , 18.090350443745088 , 186.62621580300555    , -18.05254497
Gaia DR3 35845938787261952  ,  43.952039093037854  , 18.331570036339052  ,       3.7192929, 3.3434803   ,                    , 159.9303642586202     , -35.45314721
Gaia DR3 6406700636957782144, 338.25064171392336   , -61.98221034        ,       3.7205575, 2.4814777   , 11.527418412680735 , 326.5766146381977     , -48.29961351
Gaia DR3 4506929502678142336, 284.9054165540201    , 15.067972422867443  ,       3.7267342, 1.2454195   , 18.18210163111893  ,  47.29371749699856    , 5.040443819362231
Gaia DR3 3655377057091634304, 221.56166928298174   , 1.8927928769364972  ,       3.728377 , 0.056666613 , 24.28138633500273  , 355.2797972376094     , 52.68060201506506
Gaia DR3 5449188358930264704, 156.78749738187875   , -31.06773559        ,       3.732725 , 1.6335537   , 8.90694126         , 269.8763912           , 22.38699743805008
Gaia DR3 5626529620176041600, 130.02565578266555   , -35.30844652        ,       3.7353456, 1.1037357   , 8.459814469376584  , 256.2365495855287     , 3.901976743370715
Gaia DR3 1810711143451975296, 309.90982926217725   , 15.912023765956633  ,       3.7358906, -0.013530731, 13.72980762879482  ,  60.303719806379206   , -15.32070711
Gaia DR3 5606936597848690432, 109.1457370491467    , -27.88100739        ,       3.7392623, 2.174264    , 7.622758121021305  , 240.58310337337528    , -7.30185371
Gaia DR3 2022881668925464320, 292.17575748718303   , 24.664430897779596  ,       3.7411165, 1.880163    , 11.223782215088754 ,  58.98803090114325    , 3.4026613033690243
Gaia DR3 2136270970154631168, 292.4266419          , 51.73034634257358   ,       3.7418947, 0.28395772  , 26.63630356511057  ,  83.61247541329423    , 15.448920023732184
Gaia DR3 4933453324590295040,  16.520955996941634  , -46.71839065        ,       3.7442322, 1.0650146   ,                    , 295.50626307190777    , -70.19812593
Gaia DR3 1713631344821548544, 216.8815945979563    , 75.69608618         ,       3.7445457, 1.6027946   , 9.321548378        , 115.38833083058714    , 39.992568683248884
Gaia DR3 3490322803937287680, 177.18767068873186   , -26.74982527        ,       3.7452638, 2.6773446   , 6.976926635        , 286.0054979342049     , 34.05308604012686
Gaia DR3 4240272953377646592, 298.11824336043924   , 1.0056218968067914  ,       3.7476714, 1.1424677   , 3.6714961421919132 ,  40.93431036815569    , -13.07269667
Gaia DR3 5255378028454342272, 156.96958728792242   , -58.73939589        ,       3.75138  , 0.56035995  , 2.111081211869636  , 285.21886958342685    , -0.895137778
Gaia DR3 4472097420946809600, 266.97306262165563   , 2.7069481817732406  ,       3.7528484, 0.10874796  , 33.61738000890459  ,  28.01523369784616    , 15.359863925367382
Gaia DR3 1971163631220899968, 323.4950664261138    , 45.59142329775108   ,       3.7549741, 1.089669    , 25.93591620682942  ,  90.74158607069874    , -4.579788091
Gaia DR3 1220404653534258816, 239.39649360413006   , 26.87760865         ,       3.7562327, 1.4142745   , 13.492248317949882 ,  43.65248214882341    , 48.78302271
Gaia DR3 4093933487636355968, 273.44087503714815   , -21.05883719        ,       3.7602293, 0.46177268  ,                    ,  10.003265927193343   , -1.600536596
Gaia DR3 2804918316384272128,  11.834197767390048  , 24.266821770248253  ,       3.7604692, 1.3415298   , 18.00829036636135  , 121.73598472430116    , -38.59540484
Gaia DR3 6396597121531742336, 322.1882261545196    , -69.50558995        ,       3.761446 , 3.1976733   , 7.835541008194464  , 323.22302210882606    , -38.65318229
Gaia DR3 6717964750922730624, 287.50734415474875   , -39.34096266        ,       3.7625673, 1.3342636   , 5.864539517542389  , 358.1385749663232     , -20.17191188
Gaia DR3 1459043241342371328, 207.9477024650543    , 34.444094754116385  ,       3.7662876, 2.281535    , 6.203666011        ,  66.09960251558307    , 75.14037887810841
Gaia DR3 6337717036911729024, 220.76559123742143   , -5.65960644         ,       3.7671251, 0.60099745  , 52.18150644577868  , 346.55024772890596    , 47.53537010373824
Gaia DR3 5823955832142075776, 234.1803642557681    , -66.31728303        ,       3.7681618, 1.3424637   , 15.199372559477897 , 318.48982359531493    , -8.575034185
Gaia DR3 1797346167298274304, 322.4871785          , 23.63885637276082   ,       3.7691293, 1.9460707   , 7.282392278901804  ,  74.38808436335682    , -19.70429609
Gaia DR3 1790202365373760256, 320.52216241512485   , 19.804789713946604  ,       3.7720094, 1.2937248   , 20.848168338475414 ,  70.05088829          , -20.92429751
Gaia DR3 1006142960069707648,  94.47834228542395   , 61.515276001012744  ,       3.7721922, 2.5430622   , 4.409634883373037  , 153.0320273123855     , 19.81088163069045
Gaia DR3 6903096911032851584, 311.9191094158736    , -9.495932196        ,       3.774703 , 0.058475256 , 13.36194092373182  ,  37.68055001488873    , -30.10513679
Gaia DR3 3143460557918325248, 112.04053009037109   , 8.925573994135036   ,       3.7767541, 1.6496048   , 3.1339523529566757 , 209.0480222627702     , 12.182645535270057
Gaia DR3 3553136288324444544, 164.94144070127717   , -18.29821461        ,       3.7779377, 1.2704289   , 20.369307877813785 , 269.04916350895246    , 37.119769207065026
Gaia DR3 5269012591076800256, 109.20754067675165   , -67.95711494        ,       3.7786546, 0.96712303  , 4.752157451353536  , 279.0856004061828     , -22.6885499
Gaia DR3 1148730170578687744, 112.76849327167622   , 82.41128209857068   ,       3.7795882, 2.4479337   , 6.554870064107842  , 131.41875359353935    , 28.178213014379285
Gaia DR3 6803883097774049280, 316.78182011887355   , -25.00604909        ,       3.7819405, 1.936008    , 7.062865839985804  ,  21.974732466304246   , -40.0060501
Gaia DR3 1732693474833518720, 318.95621022408744   , 5.247492637         ,       3.782287 , 0.7810426   , 17.19852048253453  ,  56.374853840971824   , -28.71386778
Gaia DR3 705156050012755712 , 131.6741399256985    , 28.759698916431567  ,       3.7832348, 1.1565652   , 9.412396164467594  , 195.8834943258425     , 36.54341731067133
Gaia DR3 1988193348344678656, 337.82387715226025   , 50.28256960268281   ,       3.7837074, 0.050554276 , 31.494325261657497 , 101.26022724480107    , -6.598272619
Gaia DR3 5426587107145955712, 142.6736972497101    , -40.46646597        ,       3.784305 , 0.5198412   ,                    , 266.77554758612405    , 7.909364233343451
Gaia DR3 1144716265942885888, 144.27155032517524   , 81.32630730588205   ,       3.785223 , 1.6186349   , 3.5422715513901784 , 130.65188287444457    , 32.65293493677081
Gaia DR3 3626724299468272384, 193.58807912583163   , -9.539057096        ,       3.7855816, 2.246108    , 5.020505456961538  , 304.1350052           , 53.32588481505784
Gaia DR3 285049252792128512 ,  75.85449600717394   , 60.442181536184144  ,       3.7896965, 1.0998719   , 3.880001813        , 149.5683371           , 11.378568435057852
Gaia DR3 3216486443742786048,  84.68652242854718   , -2.600078661        ,       3.790166 , -0.33297825 ,                    , 206.8163364497882     , -17.33601353
Gaia DR3 1362451076122760320, 264.86615107268545   , 46.00634774932603   ,       3.7906454, -0.21545649 , 6.515743581618788  ,  72.32190333287947    , 31.265059614989756
Gaia DR3 1505343882144388864, 211.98238473495357   , 43.85431544066182   ,       3.792248 , 2.8068156   , 6.011020313112767  ,  85.25859120156446    , 67.26131533934597
Gaia DR3 1812371096773414144, 309.4781975051933    , 18.26885690965373   ,       3.7925513, 3.5654202   , 8.431493196545812  ,  62.056599117975686   , -13.63412507
Gaia DR3 6687035763708945792, 298.81547243761065   , -41.86803307        ,       3.793246 , 1.272738    , 16.207208310821308 , 357.9693406091844     , -29.11233054
Gaia DR3 1561883759343666304, 205.18432046217268   , 54.68158776         ,       3.7974348, 2.0828464   , 5.596264284        , 108.17999582353914    , 61.01215343955506
Gaia DR3 3334901543952614528,  84.22706175         , 9.289315600777243   ,       3.7976506, 1.2128313   , 28.672196661235088 , 195.8463141835969     , -11.94738797
Gaia DR3 1010770873228612608, 135.90617083459304   , 47.156273386809694  ,       3.7986155, 0.077129126 ,                    , 172.62779489510868    , 41.63305563093306
Gaia DR3 6634378296431076864, 275.8068056500598    , -61.4938721         ,       3.7995434, 1.690515    , 4.404127694088305  , 333.2852629846539     , -20.39875023
Gaia DR3 5059348952161258624,  48.020701120552644  , -28.98487006        ,       3.8014393, 0.7217684   , 71.43370405378651  , 224.72536327742722    , -59.02847628
Gaia DR3 1117104986348319232, 135.63596066238887   , 67.62969623064188   ,       3.8032541, 2.2326393   , 10.165762024522257 , 146.62938686934112    , 37.231674621212086
Gaia DR3 3360277997443303424, 108.34287487123926   , 16.158780011535235  ,       3.8033657, 2.6298475   , 5.030954301355951  , 200.78249572898147    , 12.039467537412152
Gaia DR3 2315550051916217856,   6.981967886364166  , -33.00738564        ,       3.8037894, 2.347153    , 5.898388870903959  , 342.3601030150789     , -82.22913111
Gaia DR3 4679700059672168960,  59.68654043977156   , -61.40024844        ,       3.804274 , 1.9747052   , 6.038161508490298  , 274.01861474759625    , -43.77558477
Gaia DR3 5301472064124336000, 133.76161710365147   , -60.64443835        ,       3.8086858, -0.09350085 , 11.194108872312354 , 277.6479347920042     , -9.983373467
Gaia DR3 6110381256839901440, 209.56763096582756   , -42.10084267        ,       3.8089063, -0.28811407 , 7.100153567583698  , 315.9760642409209     , 19.071857156706866
Gaia DR3 203855713561818240 ,  69.17259751847932   , 41.26475172720214   ,       3.8100004, 1.4448087   , 3.6003144749177594 , 161.76121697491246    , -4.031889424
Gaia DR3 5540591825707339648, 122.83950361494622   , -39.61852984        ,       3.8102102, 1.7939374   , 2.3830674713203885 , 256.4545343264984     , -3.239883241
Gaia DR3 6704767209778958976, 277.20869269804166   , -49.07161003        ,       3.8142595, 1.221273    , 26.698398777970862 , 345.8211978611378     , -16.68438197
Gaia DR3 3631753877970312576, 202.99072239216824   , -6.256019402        ,       3.8150225, 2.136662    , 6.949898979981095  , 320.7757761           , 55.20553986071864
Gaia DR3 2391835199442300544, 351.5113649839112    , -20.64230241        ,       3.8150816, 1.6800966   , 10.58735744663141  ,  46.732954249560215   , -69.46437678
Gaia DR3 3695061317957036928, 184.9761836854102    , -0.666874607        ,       3.8159492, 0.07741189  , 13.169161643972288 , 286.3982759           , 61.18854977
Gaia DR3 5842864786417716608, 188.1159696652917    , -72.13301496        ,       3.8161688, -0.17999649 , 8.601529638207838  , 301.45864382070357    , -9.315562757
Gaia DR3 4389237503121158016, 261.6286762232637    , 4.140389425891086   ,       3.818025 , 1.6424351   , 3.7578238107583117 ,  26.766182095882687   , 20.754762448357706
Gaia DR3 4951967794731342464,  40.16759694         , -39.85549757        ,       3.821736 , 1.231327    , 22.285267156631964 , 249.29694612867573    , -64.06457601
Gaia DR3 4792774797545800832,  86.82123452009108   , -51.06613626        ,       3.8232422, 0.2614324   , 50.930690628822894 , 258.3633942321327     , -30.61166864
Gaia DR3 2793343001564046976,   7.012680285        , 17.893217438629772  ,       3.8245497, 2.6335804   , 6.002455748722853  , 115.1037721           , -44.62276246
Gaia DR3 5524834518404115840, 131.0996357921678    , -42.64919068        ,       3.825603 , 1.0696611   , 14.038717551015347 , 262.54327432114314    , 0.046040509
